Tutorial Group,Assigned Team,Student ID,Name,School,Gender,CGPA
G-17,Team 9,520,Jia Ming,SPMS,Male,4.17
G-17,Team 9,4801,Sofia Lee,SSS,Female,4.02
G-17,Team 10,3243,Tina Lim,SSS,Female,4.01
G-17,Team 10,3097,Kenta Takahashi,EEE,Male,4.17
G-17,Team 10,5875,Maya Johnson,CCDS,Female,4.14
G-17,Team 10,3521,Kenny Lim,MAE,Male,4.16
G-17,Team 10,5523,Violet Zhou,EEE,Female,4.04
G-18,Team 1,4264,Hao Liang Lim,CoE,Male,3.85
G-18,Team 1,4537,Fang Ling,ADM,Female,4.22
G-18,Team 1,5356,Arjun Rao,SPMS,Male,4.14
G-18,Team 1,4003,Megan Lim,CoB (NBS),Female,4.07
G-18,Team 1,3260,Yuying Wang,CCEB,Female,4.09
G-18,Team 2,4383,Derek White,WKW SCI,Male,3.87
G-18,Team 2,5826,Sana Reddy,CCEB,Female,4.2
G-18,Team 2,3847,Dylan Parker,MAE,Male,4.14
G-18,Team 2,4244,Shreya Das,ASE,Female,4.05
G-18,Team 2,2214,Chloe Chen,CoB (NBS),Female,4.1
G-18,Team 3,2736,Rita Sharma,CoB (NBS),Female,3.89
G-18,Team 3,205,Pandu Setiawan,SPMS,Male,4.2
G-18,Team 3,5751,Kinsley Tsai,SSS,Female,4.12
G-18,Team 3,3056,Brayden Hall,EEE,Male,4.04
G-18,Team 3,4422,Uday Singh,MAE,Male,4.12
G-18,Team 4,37,Citra Amara,MSE,Female,3.9
G-18,Team 4,262,Bilal Ahmed,CCDS,Male,4.19
G-18,Team 4,5566,Paxton Ross,CoB (NBS),Male,4.12
G-18,Team 4,3253,Yasmin Lee,SBS,Female,4.05
G-18,Team 4,4143,Lila Tan,SSS,Female,4.1
G-18,Team 5,4549,Isabella Lee,CCDS,Female,3.9
G-18,Team 5,851,Min Li,CoB (NBS),Female,4.18
G-18,Team 5,2066,Jackson Clark,EEE,Male,4.13
G-18,Team 5,1775,Kelly Tsang,CoE,Male,4.04
G-18,Team 5,1132,Jawad Khan,WKW SCI,Male,4.14
G-18,Team 6,3688,Lucas Wright,SoH,Male,3.9
G-18,Team 6,907,Maya Rani,EEE,Female,4.18
G-18,Team 6,1227,Samantha Tan,CoB (NBS),Female,4.14
G-18,Team 6,2266,Harlan Perdana,SPMS,Male,4.0
G-18,Team 6,5919,Shan Binti,CCDS,Female,4.14
G-18,Team 7,1301,Mira Binti Yusof,MAE,Female,3.9
G-18,Team 7,2076,Ella Villanueva,MAE,Female,4.18
G-18,Team 7,3288,Jonathan Sun,CCEB,Male,4.15
G-18,Team 7,1507,Adrian Lim,EEE,Male,4.01
G-18,Team 7,5297,Shahida Khan,CoB (NBS),Female,4.1
G-18,Team 8,4751,Shuang,CEE,Female,3.9
G-18,Team 8,589,Sophia Thomas,SSS,Female,4.17
G-18,Team 8,4155,Mohan Rao,CoB (NBS),Male,4.15
G-18,Team 8,1269,Luca Wong,SoH,Male,4.01
G-18,Team 8,877,Xiu Zhang,MAE,Female,4.15
G-18,Team 9,3255,Tyler Garcia,CCEB,Male,3.92
G-18,Team 9,1277,Zara Lim,SSS,Female,4.15
G-18,Team 9,4259,Liu Wei,ASE,Female,4.02
G-18,Team 9,79,Suhana Rao,CoB (NBS),Female,4.02
G-18,Team 10,5185,Fang Mei,MAE,Female,3.97
G-18,Team 10,1983,Layla Harris,MSE,Female,4.17
G-18,Team 10,4647,Ayushi Gupta,SBS,Female,4.01
G-18,Team 10,5268,Amina Tariq,SSS,Female,4.0
G-19,Team 1,4511,Mi-Sook Kim,SSS,Female,3.85
G-19,Team 1,4156,Olivia Fernandez,EEE,Female,4.25
G-19,Team 1,1520,Rohan Gupta,MSE,Male,4.11
G-19,Team 1,2386,Arvind Reddy,SPMS,Male,4.08
G-19,Team 1,1632,Matthew Lee,SBS,Male,4.08
G-19,Team 2,1874,An Nguyen,MAE,Male,3.88
G-19,Team 2,3889,Sasha Tan,SSS,Female,4.2
G-19,Team 2,3632,Nina Hu,CCDS,Female,4.14
G-19,Team 2,3430,Mason Wilson,EEE,Male,4.07
G-19,Team 2,1761,Ava Wilson,CoB (NBS),Female,4.1
G-19,Team 3,1686,Kendrick Scott,MAE,Male,3.89
G-19,Team 3,4504,Nina Desai,SBS,Female,4.19
G-19,Team 3,4229,Samuel Lee,EEE,Male,4.14
G-19,Team 3,2490,Chunxiu,CoE,Female,4.05
G-19,Team 3,5163,Gabriel Scott,SPMS,Male,4.1
G-19,Team 4,506,Matthew Clark,CCDS,Male,3.9
G-19,Team 4,4669,Nguyen Thi Lan,SSS,Female,4.19
G-19,Team 4,3120,Ella Mitchell,CoB (NBS),Female,4.12
G-19,Team 4,510,Owais Khan,EEE,Male,4.09
G-19,Team 4,1829,Zachary Li,CoE,Male,4.05
G-19,Team 5,5255,Chen Yu,SBS,Male,3.94
G-19,Team 5,49,Whitney Alvarado,CCDS,Female,4.18
G-19,Team 5,3314,Jessica Martinez,CoB (NBS),Female,4.11
G-19,Team 5,4341,Amite Agarwal,CoE,Male,4.03
G-19,Team 5,5946,Ping Zhang,SoH,Female,4.11
G-19,Team 6,4684,Alyssa Ramirez,EEE,Female,4.0
G-19,Team 6,3993,Lucas Green,CCDS,Male,4.18
G-19,Team 6,1229,Chen Bo,NIE,Male,4.03
G-19,Team 6,1169,Sushmita Roy,CoB (NBS),Female,4.12
G-19,Team 6,4786,Priti Mehta,MAE,Female,4.02
G-19,Team 7,1895,Rohan Shah,CEE,Male,4.0
G-19,Team 7,3375,Emily White,CoB (NBS),Female,4.18
G-19,Team 7,4380,Qianwen,CCDS,Female,4.05
G-19,Team 7,3510,Gavin Zhao,LKCMedicine,Male,4.01
G-19,Team 7,5769,Tristan Castillo,SSS,Male,4.14
G-19,Team 8,3574,Violeta Ong,SSS,Female,4.0
G-19,Team 8,465,Ananya Kaul,CoE,Female,4.18
G-19,Team 8,5064,Jaxon White,CoB (NBS),Male,4.03
G-19,Team 8,5668,Aarav Reddy,CEE,Male,4.15
G-19,Team 8,2812,Arunachalam Devi,CCEB,Female,4.01
G-19,Team 9,671,Miyuki Watanabe,ADM,Female,4.01
G-19,Team 9,5773,Imran Waseem,ASE,Male,4.17
G-19,Team 9,5635,Sneha Joshi,EEE,Female,4.03
G-19,Team 9,3177,Zhou Rui,CoB (NBS),Male,4.03
G-19,Team 9,1200,Vanya Nair,MAE,Female,4.12
G-19,Team 10,320,Nikhil Reddy,CoB (NBS),Male,4.01
G-19,Team 10,880,Lance Alvarado,NIE,Male,4.16
G-19,Team 10,2504,Shanaya Tan,EEE,Female,4.06
G-19,Team 10,5227,Qi Zhang,LKCMedicine,Female,4.02
G-19,Team 10,966,Christopher Morris,CoB (NBS),Male,4.15
G-2,Team 1,1965,Stella Bryant,SBS,Female,3.88
G-2,Team 1,3611,Sofia Chandra,CCDS,Female,4.22
G-2,Team 1,2788,Carter Moore,MSE,Male,4.17
G-2,Team 1,2611,Yang Zhang,CoB (NBS),Male,4.07
G-2,Team 1,4851,Fatima Rani,SSS,Female,4.09
G-2,Team 2,5750,Chunhua,WKW SCI,Female,3.9
G-2,Team 2,3615,Shalini Pillai,MSE,Female,4.22
G-2,Team 2,3533,Izzat Bin Ibrahim,CEE,Male,4.15
G-2,Team 2,3501,Derek Adams,SoH,Male,4.05
G-2,Team 2,2473,Jasper Lim,SPMS,Male,4.12
G-2,Team 3,3523,Haroon Ali,WKW SCI,Male,3.95
G-2,Team 3,1877,Zhengrong,CCDS,Male,4.2
G-2,Team 3,2712,Mei Zhao,SBS,Female,4.12
G-2,Team 3,3212,Priya Gupta,CoB (NBS),Female,4.07
G-2,Team 3,5994,Zain Qureshi,MSE,Female,4.11
G-2,Team 4,3026,David Ho,NIE,Male,4.0
G-2,Team 4,4392,Nathaniel Adams,EEE,Male,4.2
G-2,Team 4,4558,Shirley Tan,MAE,Female,4.06
G-2,Team 4,460,Brianna Johnson,CCDS,Female,4.1
G-2,Team 4,4738,Hanafi Bin Mohd,SSS,Female,4.05
G-2,Team 5,1765,Aadhya Sharma,CCDS,Female,4.01
G-2,Team 5,1726,Lara Li,CCEB,Female,4.2
G-2,Team 5,4453,Jesse Bennett,SSS,Male,4.03
G-2,Team 5,4006,Ali Abubakar,CEE,Male,4.12
G-2,Team 5,2052,Layla Collins,EEE,Female,4.05
G-2,Team 6,321,Anya Chua,SoH,Female,4.01
G-2,Team 6,5371,Lina Binti Ali,SBS,Female,4.19
G-2,Team 6,5103,Ki-Hoon Kim,CCDS,Male,4.03
G-2,Team 6,586,Isaiah Turner,EEE,Male,4.18
G-2,Team 6,5802,Addison Chen,CEE,Female,4.03
G-2,Team 7,2547,Lila Zhao,CCDS,Female,4.01
G-2,Team 7,3926,Gisela Tan,EEE,Female,4.19
G-2,Team 7,248,Winston Villanueva,SSS,Male,4.03
G-2,Team 7,3527,Eli Walker,WKW SCI,Male,4.19
G-2,Team 7,764,Ahmad Ramlie,CEE,Male,4.02
G-2,Team 8,5073,Quinn Lee,SoH,Male,4.01
G-2,Team 8,5996,Fatima Yusof,MAE,Female,4.19
G-2,Team 8,1814,Mingjing,CCEB,Female,4.05
G-2,Team 8,1130,Yuri Chekhov,CCDS,Male,4.03
G-2,Team 8,229,Lana Turner,CoB (NBS),Female,4.17
G-2,Team 9,5226,Patricia Wong,CCEB,Female,4.18
G-2,Team 9,3568,Tanya Sharma,ASE,Female,4.03
G-2,Team 9,5080,Mira Lin,CoB (NBS),Female,4.15
G-2,Team 9,4624,Tina Tan,EEE,Female,4.03
G-2,Team 10,4759,Xiu Li,CCEB,Female,4.03
G-2,Team 10,1428,Selena Tan,MAE,Female,4.17
G-2,Team 10,1455,Sophia Koh,ADM,Female,4.15
G-2,Team 10,3882,Yoshiko Mori,CCEB,Female,4.03
G-20,Team 1,1140,Truong Minh Quang,CoB (NBS),Male,3.85
G-20,Team 1,4898,Priyanka Singh,CoB (NBS),Female,4.52
G-20,Team 1,104,Simon Li,CCDS,Male,3.88
G-20,Team 1,300,Kazuko Watanabe,SSS,Female,4.08
G-20,Team 1,836,Greta Lin,ADM,Female,4.07
G-20,Team 2,5123,Tanvi Kapoor,EEE,Female,3.86
G-20,Team 2,604,Matthew Wu,LKCMedicine,Male,4.3
G-20,Team 2,3991,Bella Torres,SoH,Female,4.1
G-20,Team 2,976,Kartik Nair,MAE,Male,4.07
G-20,Team 2,4005,Mia Wang,CoB (NBS),Female,4.1
G-20,Team 3,5381,Yoshiko Taniguchi,EEE,Female,3.88
G-20,Team 3,2579,Alice Liu,SPMS,Female,4.22
G-20,Team 3,5593,Jaden Walker,CoB (NBS),Male,4.12
G-20,Team 3,255,Jin Ping,CEE,Male,4.12
G-20,Team 3,3166,Jingwen,SBS,Female,4.05
G-20,Team 4,847,Huang Xin,EEE,Male,3.95
G-20,Team 4,4302,Huang Feng,EEE,Male,4.21
G-20,Team 4,3383,Mi-Ya Kim,MAE,Female,4.1
G-20,Team 4,3289,Natasha Wong,CoB (NBS),Female,4.1
G-20,Team 4,886,Raghav Sharma,WKW SCI,Male,4.05
G-20,Team 5,2673,Jack Ng,CoE,Male,3.95
G-20,Team 5,4586,Yulianto Budi,CCDS,Male,4.2
G-20,Team 5,826,Riya Chen,CoB (NBS),Female,4.1
G-20,Team 5,2658,Xiang Hong,EEE,Female,4.07
G-20,Team 5,3428,Abigail White,MAE,Female,4.11
G-20,Team 6,4270,Ivy Chan,CoB (NBS),Female,3.96
G-20,Team 6,853,Hiroshi Kobayashi,EEE,Male,4.2
G-20,Team 6,5216,Jasmine Hall,CEE,Female,4.12
G-20,Team 6,1499,Ishaan Mehta,CCDS,Male,4.03
G-20,Team 6,4912,Patrick Villanueva,SBS,Male,4.12
G-20,Team 7,2092,Sanjay Tan,CEE,Male,3.96
G-20,Team 7,5720,Emily Baker,CoE,Female,4.2
G-20,Team 7,5182,Emily Hill,CoB (NBS),Female,4.04
G-20,Team 7,5653,Gaurav Dutta,SPMS,Male,4.18
G-20,Team 7,3456,Harper Wright,EEE,Female,4.03
G-20,Team 8,879,Gina Agustina,SBS,Female,4.0
G-20,Team 8,3895,Milo Li,SPMS,Male,4.19
G-20,Team 8,3248,Oliver Gray,MSE,Male,4.03
G-20,Team 8,62,Luna Lin,EEE,Female,4.14
G-20,Team 8,5201,Cameron Hall,CoB (NBS),Male,4.02
G-20,Team 9,1630,Miyuki Kobayashi,EEE,Female,4.0
G-20,Team 9,258,Yuna Tanaka,MAE,Female,4.18
G-20,Team 9,1519,Nguyen Huu Phuc,CCEB,Male,4.02
G-20,Team 9,130,Ayush Desai,CoB (NBS),Male,4.01
G-20,Team 9,2019,Yuki Tanaka,MSE,Female,4.14
G-20,Team 10,1436,Yasir Shah,SPMS,Male,4.0
G-20,Team 10,5126,Quinn Rivera,CoB (NBS),Female,4.18
G-20,Team 10,1433,Huanyu,EEE,Female,4.15
G-20,Team 10,4883,Zeeshan Khan,SPMS,Male,4.0
G-20,Team 10,3943,Mia Chang,CoB (NBS),Female,4.18
G-21,Team 1,121,Aria Rogers,CoB (NBS),Female,3.86
G-21,Team 1,3112,Raymond Lim,CEE,Male,4.25
G-21,Team 1,1203,Hanh Nguyen,SPMS,Female,4.1
G-21,Team 1,2743,Dante Li,CCEB,Male,4.06
G-21,Team 1,3852,Neelam Agarwal,CCDS,Female,4.09
G-21,Team 2,2977,Pooja Joshi,MAE,Female,3.88
G-21,Team 2,5048,Kai Li Tan,SBS,Female,4.25
G-21,Team 2,436,Jaxon Bennett,CoE,Male,4.1
G-21,Team 2,1878,Zhao Wei Lim,ASE,Male,4.05
G-21,Team 2,3823,Sonya Khanna,ADM,Female,4.06
G-21,Team 3,304,Samuel Tan,CCDS,Male,3.88
G-21,Team 3,3258,Dylan Walker,MAE,Male,4.22
G-21,Team 3,4067,Moxie Lin,CoB (NBS),Female,4.11
G-21,Team 3,1013,Pooja Sinha,SBS,Female,4.06
G-21,Team 3,5512,Noel Pineda,CEE,Male,4.1
G-21,Team 4,2784,Kevin Lee,CCEB,Male,3.9
G-21,Team 4,1316,Siti Aisyah Binti Ibrahim,CoB (NBS),Female,4.2
G-21,Team 4,4385,Helena Lam,ADM,Female,4.12
G-21,Team 4,4255,Leo Turner,CCDS,Male,4.04
G-21,Team 4,5775,Rio Yang,CoE,Male,4.12
G-21,Team 5,5300,Zhaohui,CoB (NBS),Female,3.9
G-21,Team 5,4575,Ivy Wong,SBS,Female,4.2
G-21,Team 5,3389,Boris Sergeyevich,CCDS,Male,4.17
G-21,Team 5,4247,Bodhi Li,SPMS,Male,4.02
G-21,Team 5,1720,Mei Ling Ong,MAE,Female,4.05
G-21,Team 6,3776,Sharon Tan,CoB (NBS),Female,3.91
G-21,Team 6,681,Ananya Jain,CCDS,Female,4.19
G-21,Team 6,2150,Gage Cooper,ASE,Male,4.17
G-21,Team 6,4543,Sameer Khan,SBS,Male,4.03
G-21,Team 6,3522,Rania Hussain,CCEB,Female,4.03
G-21,Team 7,3165,Ursula Ng,MSE,Female,3.93
G-21,Team 7,2215,Liam Mitchell,ASE,Male,4.18
G-21,Team 7,2365,Neha Patel,CCDS,Female,4.09
G-21,Team 7,2360,Joseph Lee,CoB (NBS),Male,4.01
G-21,Team 7,2077,Kali Chang,CCEB,Female,4.14
G-21,Team 8,3223,Zara Tan,SSS,Female,3.94
G-21,Team 8,1882,Demi Zhao,CCDS,Female,4.18
G-21,Team 8,817,Calvin Bell,CEE,Male,4.18
G-21,Team 8,5555,Jin Hua,CoB (NBS),Male,3.97
G-21,Team 8,3994,Rebecca Ong,SBS,Female,4.13
G-21,Team 9,1663,Hassan Nawaz,CoB (NBS),Male,3.95
G-21,Team 9,1418,Aarav Mehta,CCDS,Male,4.18
G-21,Team 9,3455,Yvonne Tan,MAE,Female,4.03
G-21,Team 9,1486,Zahra Nabila,SSS,Female,4.15
G-21,Team 9,2120,Pooja Aggarwal,MSE,Female,4.0
G-21,Team 10,2549,Chloe Collins,EEE,Female,4.16
G-21,Team 10,596,Beckett Liu,CCDS,Male,4.01
G-21,Team 10,2512,Zoe Turner,SPMS,Female,4.15
G-21,Team 10,4462,Katherine Lee,SSS,Female,4.02
G-22,Team 1,1672,Hani Binti Ahmad,CCEB,Female,3.85
G-22,Team 1,763,Brielle Scarlett,CEE,Female,4.27
G-22,Team 1,5793,Asher Young,CoB (NBS),Male,4.13
G-22,Team 1,3238,Omer Shah,EEE,Male,4.08
G-22,Team 1,5233,Neelam Sharma,SPMS,Female,4.09
G-22,Team 2,983,Min-Seo Park,CCEB,Female,3.86
G-22,Team 2,4571,Zoe Wang,SBS,Female,4.22
G-22,Team 2,368,Kenneth Tan,CCDS,Male,4.18
G-22,Team 2,1987,Eugene Lim,CoB (NBS),Male,4.05
G-22,Team 2,2160,Weimin,MAE,Female,4.1
G-22,Team 3,1933,Upton Reyes,CCDS,Male,3.88
G-22,Team 3,3667,Andrew Yang,CoB (NBS),Male,4.22
G-22,Team 3,3100,Ningzhi,CoE,Female,4.15
G-22,Team 3,3819,Jameelah Binti Ali,CEE,Female,4.05
G-22,Team 3,4847,Mei Ling,CCEB,Female,4.13
G-22,Team 4,680,Emily Nguyen,CoB (NBS),Female,3.94
G-22,Team 4,386,Joni Chang,CCDS,Female,4.21
G-22,Team 4,5358,Samuel Davis,WKW SCI,Male,4.14
G-22,Team 4,4484,Aamir Khan,SoH,Male,4.04
G-22,Team 4,2352,Serena Chang,EEE,Female,4.05
G-22,Team 5,2293,Nurul Izzati,EEE,Female,3.94
G-22,Team 5,5160,Soniya Bhatia,CoB (NBS),Female,4.2
G-22,Team 5,815,Alia Bin Zul,NIE,Male,4.15
G-22,Team 5,3203,Rohan Chaudhary,CCDS,Male,4.03
G-22,Team 5,2462,Viola Lim,SSS,Female,4.05
G-22,Team 6,989,Paloma Chang,CCDS,Female,3.96
G-22,Team 6,5535,Rina Devi,SBS,Female,4.19
G-22,Team 6,5598,Hugo Lee,CoB (NBS),Male,4.14
G-22,Team 6,452,Zhang Lian,EEE,Male,4.04
G-22,Team 6,2428,Andrew Cheung,NIE,Male,4.03
G-22,Team 7,4278,Alia Binti Mohd,CoB (NBS),Female,4.0
G-22,Team 7,4366,Jonathan Ramirez,CEE,Male,4.19
G-22,Team 7,747,Zain Bin Mohd,EEE,Male,4.05
G-22,Team 7,2356,Ariana Cox,SSS,Female,4.14
G-22,Team 7,878,Kenshin Nakamura,CCDS,Male,4.02
G-22,Team 8,5194,Carter White,EEE,Male,4.0
G-22,Team 8,2126,Aaron White,EEE,Male,4.19
G-22,Team 8,4436,Aarohi Kapoor,CoB (NBS),Female,4.08
G-22,Team 8,654,Natasha Ng,ADM,Female,4.0
G-22,Team 8,3541,Raghav Singh,SSS,Male,4.15
G-22,Team 9,2056,Putri Ayu,EEE,Female,4.0
G-22,Team 9,3024,Thuy Le,CEE,Female,4.18
G-22,Team 9,5375,Liam Young,CoE,Male,4.02
G-22,Team 9,292,Zhi Zhen,EEE,Male,4.15
G-22,Team 9,1163,Cassandra Tan,CCDS,Female,4.17
G-22,Team 10,2281,Shi Lian,EEE,Female,4.0
G-22,Team 10,4795,Lucy Cooper,EEE,Female,4.17
G-22,Team 10,4836,Cristian Martinez,EEE,Male,4.03
G-22,Team 10,1685,Yao Liu,EEE,Male,4.02
G-22,Team 10,2327,Harini Rao,CCDS,Female,4.17
G-23,Team 1,445,Amina Binti Ali,SBS,Female,3.8
G-23,Team 1,5192,Yanzhi,SSS,Female,4.73
G-23,Team 1,340,Liam Carter,MAE,Male,3.86
G-23,Team 1,769,Nai Li,CCDS,Male,3.93
G-23,Team 1,1241,Hiroki Tanaka,SoH,Male,4.09
G-23,Team 2,3091,Tanya Bhatia,CoB (NBS),Female,3.86
G-23,Team 2,4019,Joshua Li,CCDS,Male,4.48
G-23,Team 2,1012,Luna Phillips,SSS,Female,3.89
G-23,Team 2,3681,Owen Garcia,MAE,Male,4.09
G-23,Team 2,844,Mason Miller,SPMS,Male,4.1
G-23,Team 3,4457,Ying Li,SSS,Female,3.86
G-23,Team 3,2363,Zheng Yu Lim,MAE,Male,4.3
G-23,Team 3,4667,Yu Zhang,CCDS,Female,4.06
G-23,Team 3,4095,Carlito Morales,SoH,Male,4.11
G-23,Team 3,1625,Jamilah Binti Rahman,CoB (NBS),Female,4.05
G-23,Team 4,5639,Eric Lim,CoB (NBS),Male,3.89
G-23,Team 4,5808,Elaine Tan,EEE,Female,4.22
G-23,Team 4,1943,Jia Chen,CCDS,Female,4.12
G-23,Team 4,3851,Jin Wei,SBS,Male,4.11
G-23,Team 4,3333,Yasmin Reddy,MAE,Female,4.04
G-23,Team 5,4354,Neha Reddy,SSS,Female,3.9
G-23,Team 5,3704,Sabrina Binti Ismail,CCDS,Female,4.2
G-23,Team 5,512,Lucas Wang,CoE,Male,4.12
G-23,Team 5,4471,Xiao Ling,SBS,Male,4.12
G-23,Team 5,20,Siti Wong,SPMS,Female,4.03
G-23,Team 6,840,Ningqi,CoB (NBS),Female,3.9
G-23,Team 6,4800,Manoj Menon,CCDS,Male,4.18
G-23,Team 6,2416,Lihua,EEE,Male,4.15
G-23,Team 6,3061,Victoria Sanchez,ADM,Female,4.15
G-23,Team 6,4513,Brielle Lin,SBS,Female,4.01
G-23,Team 7,4895,Kira Cruz,CCDS,Female,3.92
G-23,Team 7,434,Jasper Chen,EEE,Male,4.18
G-23,Team 7,2903,Nash Zhao,CCEB,Male,4.15
G-23,Team 7,5236,Rida Javed,CoB (NBS),Female,4.09
G-23,Team 7,4923,Wyatt Reed,CEE,Male,4.02
G-23,Team 8,5417,Nishant Kapoor,WKW SCI,Male,4.0
G-23,Team 8,4617,Evelyn Adams,SPMS,Female,4.18
G-23,Team 8,4036,Anya Chen,CCDS,Female,4.03
G-23,Team 8,2145,Zac Johnson,CoE,Male,4.15
G-23,Team 8,3379,Benjamin Lee,CCEB,Male,4.02
G-23,Team 9,470,Cleo Carter,CoB (NBS),Female,4.01
G-23,Team 9,2973,Ahsan Shah,CEE,Male,4.18
G-23,Team 9,685,Gregory Wong,EEE,Male,4.02
G-23,Team 9,5677,Yuzhi,CCDS,Female,4.1
G-23,Team 9,4834,Vincent Lopez,WKW SCI,Male,4.01
G-23,Team 10,924,Ella Liu,CoB (NBS),Female,4.01
G-23,Team 10,1942,Jaxon Jenkins,ADM,Male,4.17
G-23,Team 10,5068,Oksana Sergeyevna,EEE,Female,4.01
G-23,Team 10,1791,Yuan Rui,CCDS,Male,4.14
G-23,Team 10,2664,Rhea Mehta,MAE,Female,4.16
G-24,Team 1,2610,Ankit Joshi,SoH,Male,3.86
G-24,Team 1,919,Piper Rivera,SoH,Female,4.26
G-24,Team 1,2758,Aiden Chan,CoB (NBS),Male,4.05
G-24,Team 1,1614,Melody Tan,CCEB,Female,4.06
G-24,Team 1,4373,Zhang Lian,CEE,Male,4.06
G-24,Team 2,2937,Claire Jenkins,MSE,Female,3.86
G-24,Team 2,2841,Tahira Ali,SoH,Female,4.22
G-24,Team 2,4515,Dustin Yang,CEE,Male,4.1
G-24,Team 2,2449,Wei Lin Tan,CCEB,Male,4.05
G-24,Team 2,707,Monica Yeo,CoE,Female,4.05
G-24,Team 3,1174,Daniel Johnson,SPMS,Male,3.86
G-24,Team 3,4289,Ethan Jones,SBS,Male,4.22
G-24,Team 3,4293,Alisha Tan,CoB (NBS),Female,4.09
G-24,Team 3,2181,Nira Nair,CCEB,Female,4.09
G-24,Team 3,3246,Johan Sari,CCDS,Male,4.03
G-24,Team 4,3811,Isha Rani,SoH,Female,3.87
G-24,Team 4,384,Dustin Chen,EEE,Male,4.2
G-24,Team 4,5178,Irfan Khan,CEE,Male,4.1
G-24,Team 4,400,Naina Choudhury,CoB (NBS),Female,4.05
G-24,Team 4,2687,Kieran Yip,CoE,Male,4.04
G-24,Team 5,1272,Maya Scott,SSS,Female,3.88
G-24,Team 5,5917,Mia Thomas,CCDS,Female,4.19
G-24,Team 5,1187,Lucas Zhang,CCEB,Male,4.12
G-24,Team 5,210,Eko Supriyanto,SoH,Male,4.05
G-24,Team 5,5931,Jack Murphy,CoB (NBS),Male,4.03
G-24,Team 6,509,Damon Carter,CoE,Male,3.9
G-24,Team 6,3656,Owen Yip,EEE,Male,4.18
G-24,Team 6,4937,Qiming,SSS,Female,4.1
G-24,Team 6,5298,Sylvia Liu,SoH,Female,4.03
G-24,Team 6,3941,Willow Chang,SPMS,Female,4.1
G-24,Team 7,5414,Jovian Huang,SPMS,Male,3.95
G-24,Team 7,3356,Kumar Nair,SPMS,Male,4.18
G-24,Team 7,1701,Jasmine Reed,CCDS,Female,4.02
G-24,Team 7,1884,Althea Reyes,EEE,Female,4.12
G-24,Team 7,1081,Zhen Li,CoE,Male,4.02
G-24,Team 8,284,Meera Nair,CCEB,Female,4.0
G-24,Team 8,1286,Guo Wei,EEE,Male,4.18
G-24,Team 8,1732,Owen Prabowo,CCDS,Male,4.0
G-24,Team 8,2980,Tiffany Chua,EEE,Female,4.02
G-24,Team 8,5308,Silas Yang,NIE,Male,4.03
G-24,Team 9,3135,Mia Moore,CCEB,Female,4.0
G-24,Team 9,988,Aaliyah Santos,EEE,Female,4.18
G-24,Team 9,1264,Wen Jin Tan,SBS,Male,4.0
G-24,Team 9,4381,Nathan Wu,MAE,Male,4.01
G-24,Team 9,5642,David Tan,CCDS,Male,4.14
G-24,Team 10,77,Shila Binti Ali,EEE,Female,4.0
G-24,Team 10,5699,Tian Yu,CoB (NBS),Male,4.15
G-24,Team 10,656,Oliver Li,CoB (NBS),Male,4.01
G-24,Team 10,1010,Vikram Gupta,EEE,Male,4.02
G-25,Team 1,5305,William Yip,NIE,Male,3.8
G-25,Team 1,5136,Liyana Binti Mohd,SoH,Female,4.73
G-25,Team 1,2182,Nicole Lee,MAE,Female,3.9
G-25,Team 1,698,Ronald Tan,CCDS,Male,3.93
G-25,Team 1,4277,Ananya Reddy,CEE,Female,4.1
G-25,Team 2,3077,Disha Sharma,SSS,Female,3.91
G-25,Team 2,5497,Nora Wang,EEE,Female,4.23
G-25,Team 2,4377,Dante Zhang,CEE,Male,4.12
G-25,Team 2,5066,Jason Lim,MAE,Male,4.1
G-25,Team 2,3109,Carl Li,SBS,Male,4.09
G-25,Team 3,4689,Mira Singh,ASE,Female,3.92
G-25,Team 3,829,Lydia Kim,CoB (NBS),Female,4.22
G-25,Team 3,3052,Jackson Adams,CEE,Male,4.15
G-25,Team 3,1343,Devon Tan,SoH,Male,4.08
G-25,Team 3,1445,Giovanna Chen,MAE,Female,4.1
G-25,Team 4,4475,Sahara Chen,SoH,Female,3.92
G-25,Team 4,1303,Fiona Wong,SoH,Female,4.22
G-25,Team 4,1980,Caleb Murphy,EEE,Male,4.11
G-25,Team 4,1094,Daniel Wu,CoE,Male,4.06
G-25,Team 4,3778,Natsuki Sato,SPMS,Female,4.15
G-25,Team 5,5275,Min Jie Lim,CEE,Male,3.95
G-25,Team 5,242,Eric Anderson,MAE,Male,4.22
G-25,Team 5,3638,Yue Ling,SoH,Female,4.09
G-25,Team 5,1883,Sanya Ali,CoB (NBS),Female,4.12
G-25,Team 5,2566,Lydia White,SSS,Female,4.06
G-25,Team 6,3958,Natalie Ramirez,CCDS,Female,4.01
G-25,Team 6,4935,Nancy Liu,NIE,Female,4.2
G-25,Team 6,2085,Kareem Shah,CoE,Male,4.05
G-25,Team 6,2749,Nishant Kumar,EEE,Male,4.1
G-25,Team 6,5271,Dahlia Morales,CoB (NBS),Female,4.08
G-25,Team 7,5761,Sanjay Nair,MAE,Male,4.01
G-25,Team 7,2251,Meera Prasad,SSS,Female,4.2
G-25,Team 7,2411,Linda Tan,CEE,Female,4.05
G-25,Team 7,194,Shafeeq Bin Ahmad,EEE,Male,4.05
